	GT1	GT10	GT11	GT12	GT13	GT14	GT15	GT16	GT17	GT18	GT2	GT3	GT4	GT5	GT6	GT7	GT8	GT9	HHM1	HHM10	HHM11	HHM12	HHM13	HHM14	HHM15	HHM16	HHM17	HHM18	HHM2	HHM3	HHM4	HHM5	HHM6	HHM7	HHM8	HHM9
ASV_14418	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	14	0	2	0	0	0	1	0	0	0	13	0	0	0	1	0	0	0	7
ASV_14446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
ASV_14454	3	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	2	1	12	0	0	0	7	0	0	0	0
ASV_14557	1	3	0	2	0	2	0	9	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	2	0	2	0	0	0	3	0	0	0	8
ASV_14589	0	1	0	11	10	6	0	0	0	0	0	0	0	0	0	0	2	1	0	5	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0
ASV_14601	0	2	0	0	28	0	0	1	0	0	0	0	0	1	0	0	0	2	0	5	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ASV_14602	5	6	0	1	0	0	0	1	0	0	0	0	0	5	0	0	0	5	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10
ASV_14611	0	2	0	0	14	3	0	0	0	0	0	0	0	2	0	0	11	0	0	1	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0
ASV_14788	0	4	0	1	5	1	0	0	0	0	0	0	0	0	0	0	10	7	0	2	0	0	0	0	0	3	6	1	0	0	0	2	0	0	0	0
ASV_14801	0	1	0	9	7	7	0	0	0	0	0	0	0	2	0	0	4	4	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0
ASV_14835	1	0	0	2	0	0	0	17	0	0	0	0	0	2	0	0	1	6	0	0	0	0	0	1	0	2	0	0	0	0	0	3	0	0	0	7
ASV_14861	0	0	0	0	9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	18	0	0	0	0
ASV_14862	0	0	0	1	14	1	0	1	0	0	0	0	0	4	0	0	2	2	0	1	0	0	0	0	0	1	3	4	0	0	0	4	0	0	0	4
ASV_15282	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	8	0	0	0	14	0	0	0	0
ASV_15305	0	2	0	1	7	1	0	1	0	0	0	0	0	1	0	0	8	6	0	1	0	0	0	0	0	6	7	1	0	0	0	0	0	0	0	0
ASV_15571	0	1	0	5	8	1	0	0	0	0	0	0	0	1	0	0	6	6	0	3	0	0	0	1	0	3	5	0	0	0	0	0	0	0	0	2
ASV_15946	6	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	2	0	0	1	0	0	0	7	0	8	1	9	0	0	0	3	0	0	0	0
ASV_15949	2	0	0	2	13	1	0	0	0	0	0	0	0	1	0	0	1	0	0	7	0	0	0	3	0	6	2	2	0	0	0	2	0	0	0	0
ASV_16020	3	0	0	1	1	7	0	0	0	0	0	0	0	7	0	0	0	3	0	4	0	0	0	3	0	0	11	1	0	0	0	1	0	0	0	0
ASV_16044	9	7	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	3
ASV_16063	5	3	0	3	7	6	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0
ASV_16076	1	8	0	7	2	0	0	3	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	3	0	3	1	3	0	0	0	3	0	0	0	3
ASV_16723	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	30
ASV_16803	4	3	0	5	5	5	0	3	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	3	0	0	3	0	0	0	0	7	0	0	0	1
ASV_16875	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19	0	0	0	14	0	0	0	1	0	0	0	0
ASV_16907	1	2	0	1	15	0	0	1	0	0	0	0	0	2	0	0	4	10	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
ASV_16959	0	6	0	2	12	0	0	2	0	0	0	0	0	1	0	0	9	4	0	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0
ASV_17692	3	2	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	2	0	0	2	8	0	0	0	2	0	0	0	10
ASV_17813	4	1	0	6	1	8	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	3	5	2	0	0	0	3	0	0	0	1
ASV_17816	7	0	0	10	2	3	0	1	0	0	0	0	0	3	0	0	3	1	0	1	0	0	0	2	0	2	4	1	0	0	0	1	0	0	0	1
ASV_17867	0	2	0	4	7	0	0	0	0	0	0	0	0	1	0	0	13	5	0	2	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	2
ASV_17876	0	18	0	0	0	1	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0
ASV_17905	1	10	0	0	4	0	0	10	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	7
ASV_18115	2	4	0	17	11	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ASV_18190	1	1	0	8	2	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	6	5	4	0	0	0	2	0	0	0	6
ASV_18932	0	7	0	5	2	4	0	0	0	0	0	0	0	2	0	0	7	1	0	4	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	1
ASV_19249	0	2	0	9	4	6	0	0	0	0	0	0	0	2	0	0	5	4	0	2	0	0	0	0	0	4	1	0	0	0	0	3	0	0	0	0
ASV_19352	1	1	0	0	0	8	0	1	0	0	0	0	0	0	0	0	2	13	0	3	0	0	0	1	0	7	0	3	0	0	0	2	0	0	0	0
ASV_19925	8	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	9	0	3	1	4	0	0	0	9	0	0	0	0
ASV_20519	0	1	0	5	18	6	0	3	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0
ASV_20553	0	0	0	15	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0
ASV_20600	5	0	0	2	2	4	0	0	0	0	0	0	0	2	0	0	1	3	0	0	0	0	0	6	0	6	2	5	0	0	0	3	0	0	0	1
ASV_20626	2	1	0	3	4	3	0	2	0	0	0	0	0	1	0	0	3	4	0	3	0	0	0	0	0	1	10	3	0	0	0	1	0	0	0	1
ASV_21431	4	3	0	0	1	0	0	3	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	24
ASV_21581	3	3	0	2	0	7	0	2	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	4	4	5	0	0	0	3	0	0	0	0
ASV_21592	0	3	0	0	0	3	0	23	0	0	0	0	0	2	0	0	3	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	4
ASV_21903	1	4	0	1	0	1	0	14	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	2	0	0	1	1	0	0	0	1	0	0	0	9
ASV_23019	4	2	0	7	2	5	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	2	7	1	0	0	0	8	0	0	0	0
ASV_23571	1	2	0	6	2	8	0	1	0	0	0	0	0	5	0	0	3	1	0	1	0	0	0	3	0	2	2	1	0	0	0	4	0	0	0	0
ASV_23644	0	0	0	9	18	6	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_24798	1	0	0	3	2	5	0	3	0	0	0	0	0	3	0	0	3	5	0	2	0	0	0	6	0	0	7	2	0	0	0	0	0	0	0	0
ASV_25560	0	1	0	10	3	2	0	0	0	0	0	0	0	1	0	0	8	2	0	2	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	8
ASV_25611	0	3	0	8	7	1	0	0	0	0	0	0	0	8	0	0	2	5	0	1	0	0	0	1	0	4	1	1	0	0	0	0	0	0	0	0
ASV_8155	0	0	0	4	20	1	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0
ASV_8628	0	0	0	3	4	1	0	0	0	0	0	0	0	1	0	0	8	0	0	11	0	0	0	0	0	7	6	0	0	0	0	1	0	0	0	0
ASV_8716	5	0	0	6	0	2	0	4	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	10	0	1	3	3	0	0	0	1	0	0	0	0
ASV_8735	6	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	4	0	3	1	6	0	0	0	7	0	0	0	1
ASV_8853	0	0	0	9	7	9	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0
ASV_9249	3	0	0	2	0	2	0	1	0	0	0	0	0	8	0	0	6	1	0	2	0	0	0	4	0	5	1	4	0	0	0	1	0	0	0	2
ASV_9343	0	4	0	4	9	7	0	4	0	0	0	0	0	2	0	0	0	4	0	3	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0
ASV_9450	0	0	0	3	7	7	0	0	0	0	0	0	0	3	0	0	12	0	0	4	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0
ASV_9457	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	1	1	2	0	0	0	29	0	0	0	0
ASV_9579	2	0	0	4	3	1	0	0	0	0	0	0	0	5	0	0	0	6	0	0	0	0	0	1	0	4	12	3	0	0	0	1	0	0	0	0
ASV_9602	1	6	0	6	2	7	0	4	0	0	0	0	0	3	0	0	1	1	0	3	0	0	0	0	0	1	3	3	0	0	0	0	0	0	0	1
ASV_9604	4	0	0	3	1	2	0	1	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	1	0	1	13	2	0	0	0	2	0	0	0	3
ASV_9614	0	5	0	10	0	9	0	9	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0
ASV_9737	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	21	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ASV_9844	4	1	0	2	0	6	0	1	0	0	0	0	0	3	0	0	0	5	0	1	0	0	0	3	0	2	8	4	0	0	0	1	0	0	0	1
ASV_9855	2	1	0	8	0	1	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	1	3	1	0	0	0	1	0	0	0	10
ASV_9869	5	1	0	4	0	2	0	5	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	4	0	2	0	0	0	2	0	0	0	0
ASV_9919	0	1	0	0	4	11	0	0	0	0	0	0	0	1	0	0	9	4	0	2	0	0	0	0	0	3	3	3	0	0	0	1	0	0	0	0
ASV_9921	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	2	9	1	0	0	0	1	0	0	0	5
ASV_10203	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1	2	11	0	0	0	0	0	0	0	0
ASV_10275	0	2	0	0	4	11	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0
ASV_10546	10	0	0	5	0	5	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	5	0	1	6	5	0	0	0	1	0	0	0	0
ASV_10581	11	2	0	2	0	2	0	3	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	7	0	0	1	2	0	0	0	2	0	0	0	3
ASV_10608	0	29	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3
ASV_10633	0	3	0	1	3	0	0	0	0	0	0	0	0	8	0	0	0	7	0	0	0	0	0	0	0	6	10	0	0	0	0	1	0	0	0	2
ASV_10755	0	0	0	6	8	8	0	2	0	0	0	0	0	6	0	0	1	3	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10778	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_10837	0	0	0	0	0	1	0	30	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	1	0	0	0	3
ASV_10903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0
ASV_10934	6	1	0	8	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	0	5	0	0	0	0	0	7	0	0	0	0
ASV_10985	1	8	0	4	5	1	0	7	0	0	0	0	0	2	0	0	4	0	0	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	3
ASV_10991	0	4	0	8	2	0	0	3	0	0	0	0	0	6	0	0	0	2	0	2	0	0	0	1	0	10	1	2	0	0	0	0	0	0	0	0
ASV_11004	0	10	0	0	0	1	0	0	0	0	0	0	0	3	0	0	6	4	0	4	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ASV_11009	0	2	0	5	3	0	0	5	0	0	0	0	0	2	0	0	3	17	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0
ASV_11013	0	1	0	11	7	6	0	1	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0
ASV_11116	0	0	0	2	9	2	0	3	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	4	0	3	11	0	0	0	0	1	0	0	0	1
ASV_11117	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	34	0	0	0	0	0	0	0	0
ASV_11138	0	0	0	3	5	2	0	4	0	0	0	0	0	2	0	0	3	1	0	7	0	0	0	2	0	2	6	3	0	0	0	1	0	0	0	0
ASV_11292	4	0	0	9	0	2	0	4	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	6	0	2	0	0	0	0	0	1	0	0	0	5
ASV_11294	4	0	0	1	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	2	0	3	3	11	0	0	0	4	0	0	0	2
ASV_11316	2	0	0	8	0	0	0	3	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	1	0	2	1	4	0	0	0	2	0	0	0	12
ASV_11321	20	1	0	1	0	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	2	3	0	0	0	0	0	0	0	1
ASV_11340	6	0	0	14	4	1	0	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	0	2	0	2	3	1	0	0	0	3	0	0	0	0
ASV_11367	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	2	0	0	4	15	0	0	0	3	0	0	0	3
ASV_11400	0	13	0	2	13	3	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_11556	0	0	0	1	0	9	0	0	0	0	0	0	0	2	0	0	2	5	0	7	0	0	0	0	0	6	7	0	0	0	0	2	0	0	0	0
ASV_11571	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	34	0	0	0	0	0	2	0	0	0	0
ASV_11722	5	1	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	0	5
ASV_11725	9	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	12	0	0	0	3	0	0	0	1
ASV_11741	13	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	4	0	3	11	2	0	0	0	0	0	0	0	0
ASV_11763	4	0	0	7	1	4	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	7	0	2	1	5	0	0	0	4	0	0	0	1
ASV_11770	3	0	0	5	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	10	0	1	0	0	0	5	0	0	0	1
ASV_11788	2	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	6	0	0	0	0	0	0	0	1
ASV_11834	0	5	0	11	0	0	0	1	0	0	0	0	0	23	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11845	0	7	0	0	0	0	0	3	0	0	0	0	0	1	0	0	8	0	0	1	0	0	0	1	0	14	0	0	0	0	0	1	0	0	0	5
ASV_11851	1	2	0	3	1	3	0	0	0	0	0	0	0	3	0	0	5	13	0	2	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	3
ASV_11996	1	0	0	7	7	2	0	4	0	0	0	0	0	3	0	0	3	1	0	3	0	0	0	2	0	2	4	0	0	0	0	0	0	0	0	2
ASV_11997	1	0	0	8	3	5	0	12	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	6	0	0	0	0	2	0	0	0	0
ASV_12211	5	2	0	3	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	7
ASV_12219	2	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	20
ASV_12244	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	3	0	0	0	6	0	0	0	0
ASV_12262	5	1	0	2	0	2	0	11	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	1	3	1	0	0	0	3	0	0	0	7
ASV_12295	0	3	0	3	1	1	0	0	0	0	0	0	0	1	0	0	0	19	0	1	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	1
ASV_12323	0	1	0	7	6	1	0	2	0	0	0	0	0	6	0	0	3	2	0	0	0	0	0	1	0	3	3	3	0	0	0	2	0	0	0	1
ASV_12346	0	2	0	0	20	3	0	0	0	0	0	0	0	1	0	0	3	1	0	2	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0
ASV_12493	0	0	0	4	1	6	0	1	0	0	0	0	0	2	0	0	1	10	0	5	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0
ASV_12523	0	0	0	0	6	7	0	0	0	0	0	0	0	2	0	0	4	5	0	1	0	0	0	1	0	5	9	1	0	0	0	0	0	0	0	0
ASV_12529	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12751	4	0	0	8	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	4	0	0	0	18	0	0	0	2	0	0	0	0
ASV_12852	1	1	0	3	0	7	0	6	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	10
ASV_13245	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	22	0	0	0	0	0	0	0	6	6	0	0	0	0	1	0	0	0	1
ASV_13294	2	0	0	3	4	6	0	0	0	0	0	0	0	2	0	0	7	3	0	0	0	0	0	3	0	5	3	2	0	0	0	1	0	0	0	0
ASV_13323	6	0	0	0	1	18	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	0	2	3	0	0	0	1	0	0	0	0
ASV_13352	9	0	0	0	4	1	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	9	0	2	4	6	0	0	0	1	0	0	0	1
ASV_13380	0	8	0	4	5	0	0	9	0	0	0	0	0	0	0	0	1	7	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
ASV_13594	0	2	0	0	4	15	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	4	1	2	0	0	0	1	0	0	0	1
ASV_13815	10	0	0	7	2	5	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	5	0	0	0	1	0	0	0	3
ASV_13870	1	1	0	4	1	5	0	14	0	0	0	0	0	1	0	0	3	3	0	0	0	0	0	0	0	5	0	2	0	0	0	1	0	0	0	0
ASV_13876	2	0	0	8	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	11	0	0	0	4	0	0	0	1
ASV_13883	3	0	0	7	1	0	0	2	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	2	0	3	5	5	0	0	0	6	0	0	0	0
ASV_13896	2	12	0	11	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	1
ASV_14301	0	0	0	0	0	0	0	22	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	8
ASV_14502	1	0	0	4	1	1	0	4	0	0	0	0	0	6	0	0	0	7	0	0	0	0	0	3	0	2	5	5	0	0	0	2	0	0	0	0
ASV_14555	0	3	0	13	5	2	0	2	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	9	0	0	1	1	0	0	0	0	0	0	0	0
ASV_14617	0	38	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_14796	0	0	0	5	5	1	0	1	0	0	0	0	0	3	0	0	14	0	0	1	0	0	0	0	0	2	8	0	0	0	0	1	0	0	0	0
ASV_14844	0	8	0	12	7	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0
ASV_14863	0	0	0	3	3	4	0	5	0	0	0	0	0	1	0	0	4	10	0	3	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	2
ASV_15234	8	0	0	3	0	8	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	2	9	0	0	0	0	2	0	0	0	0
ASV_15242	15	0	0	5	0	1	0	3	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	2
ASV_15315	0	2	0	1	11	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0
ASV_15518	0	0	0	6	1	8	0	0	0	0	0	0	0	0	0	0	13	2	0	1	0	0	0	0	0	3	6	0	0	0	0	1	0	0	0	0
ASV_16000	6	0	0	3	0	3	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	8	0	2	0	4	0	0	0	3	0	0	0	2
ASV_16321	0	1	0	6	6	3	0	6	0	0	0	0	0	2	0	0	3	3	0	3	0	0	0	3	0	1	0	2	0	0	0	2	0	0	0	0
ASV_16342	2	2	0	3	5	4	0	1	0	0	0	0	0	3	0	0	5	8	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0
ASV_16348	2	0	0	5	1	6	0	1	0	0	0	0	0	1	0	0	3	6	0	3	0	0	0	1	0	3	7	1	0	0	0	0	0	0	0	1
ASV_16398	0	0	0	6	0	23	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	1	0	2	4	0	0	0	0	0	0	0	0	0
ASV_16532	0	1	0	1	0	0	0	27	0	0	0	0	0	4	0	0	1	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16726	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	3	9	0	0	0	12	0	0	0	9
ASV_16777	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	18	0	0	0	10	0	0	0	2
ASV_16824	2	3	0	0	6	4	0	5	0	0	0	0	0	4	0	0	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2
ASV_16890	1	9	0	0	0	1	0	11	0	0	0	0	0	13	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1
ASV_16891	0	8	0	3	1	0	0	18	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	5	2	0	0	0	0	0	0	0	0
ASV_16940	3	4	0	4	0	2	0	1	0	0	0	0	0	2	0	0	8	7	0	1	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	4
ASV_17277	0	0	0	0	2	7	0	0	0	0	0	0	0	2	0	0	7	13	0	2	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0
ASV_17655	0	1	0	0	5	0	0	3	0	0	0	0	0	2	0	0	1	5	0	0	0	0	0	0	0	2	6	0	0	0	0	1	0	0	0	15
ASV_17686	1	3	0	6	0	2	0	12	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	2	0	2	0	3	0	0	0	1	0	0	0	4
ASV_17794	2	0	0	0	3	0	0	4	0	0	0	0	0	5	0	0	4	1	0	0	0	0	0	6	0	5	0	7	0	0	0	1	0	0	0	3
ASV_17878	1	4	0	6	5	3	0	1	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	6	0	6	0	0	0	1	0	0	0	2
ASV_17891	2	8	0	0	0	1	0	1	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	5	0	0	4	4	0	0	0	0	0	0	0	5
ASV_18730	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	2	0	0	0	6	0	0	0	14
ASV_18925	0	5	0	3	4	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5	0	2	0	0	0	1	0	0	0	5
ASV_19339	0	9	0	0	9	0	0	0	0	0	0	0	0	1	0	0	10	4	0	1	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0
ASV_20091	10	1	0	3	0	7	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	5	5	0	0	0	5	0	0	0	0
ASV_21436	6	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	8	0	0	0	4	0	0	0	15
ASV_21589	0	31	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	3	0	0	0	0
ASV_22092	4	0	0	3	0	9	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	2	0	8	1	2	0	0	0	4	0	0	0	0
ASV_22897	3	0	0	0	3	1	0	4	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	16
ASV_23134	4	4	0	11	3	4	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	5	1	3	0	0	0	1	0	0	0	2
ASV_23242	4	3	0	4	4	0	0	2	0	0	0	0	0	1	0	0	4	0	0	2	0	0	0	1	0	4	6	3	0	0	0	1	0	0	0	2
ASV_24630	0	2	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	9	0	1	0	0	0	4	0	0	4	1	0	0	0	13	0	0	0	0
ASV_24687	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	28
